,Labels,Message
4414,ham,sad story man last week b day wife nt wish parent forgot n kid went work even colleague wish
4415,ham,stupid say challenge god dont think write instead respond immed
4416,ham,yeah able text ready meet
4417,ham,v skint fancied bevy waz gona go meet othrs spoon jst bin watchng planet earth sofa v comfey dont make hav gd night
4418,ham,say quitting least time day wudn take much notice nah mind gon na see want come taunton tonight u tell
4419,ham,get free call
4420,ham,little darling far week need coffee run tomo believe time week already
4421,ham,ok msg u b leave house
4422,ham,still west coast haiz take forever come back
4423,ham,mmm fuck merry christmas
4424,ham,alright thanks advice enjoy night try get sleep
4425,ham,update face book status frequently
4426,ham,saw message k da
4427,ham,something u ate
4428,ham,bank say money
4429,ham,aiyar dun disturb u liao thk u lot aft ur cupboard come
4430,ham,hey r watching movie tonight prob b home early
4431,ham,yar lor u noe u used dat route
4432,ham,mro coming gym machan goodnight
4433,ham,dont think need yellow card uk travel ask someone gone lt gt buck
4434,ham,u look da lib got stuff havent finish yet
4435,ham,sound great im going sleep good night
4436,spam,b floppy b snappy happy gay chat service photo upload call p min stop text call
4437,ham,house maid murderer coz man murdered lt gt th january public holiday govt instituitions closed including post office understand
4438,ham,come u got nothing
4439,ham,nothing ever easy looking reason take risk life love
4440,ham,want grasp pretty booty
4441,ham,got tea sure flavour
4442,ham,going orchard laready reaching soon u reaching
4443,ham,dear denying word please
4444,ham,know old dom told yesterday name roger got touch last night want meet today pm
4445,ham,come back tampa ffffuuuuuuu
4446,ham,celebrate b day else
4447,ham,merry christmas u annie
4448,ham,please tell special stock talking
4449,ham,sent like
4450,spam,urgent ur awarded complimentary trip eurodisinc trav aco entry claim txt dis morefrmmob shracomorsglsuplt l aj
4451,ham,awesome minute
4452,ham,problem walk around julianaland oblivious going around say thing constantly go one ear go whatever want know upset listen tell going upset want surprised mad
4453,ham,told everything stop dont let get dehydrated
4454,ham,guess lt gt min
4455,ham,home ard wat time u reach
4456,ham,storming msg wen u lift phne u say hello u knw wt real meaning hello name girl yes u knw dat girl margaret hello girlfrnd f grahmbell invnted telphone moral one get name person bt girlfrnd g n g h
4457,ham,want mapquest something look usf dogwood drive tiny street parking lot
4458,ham,aight plan come later tonight
4459,ham,die accidentally deleted e msg suppose put e sim archive haiz sad
4460,spam,welcome uk mobile date msg free giving free calling future mg billed p daily cancel send go stop
4461,ham,wishing great day moji told offer always speechless offer easily go great length behalf stunning exam next friday keep touch sorry
4462,ham,thanks reply today ur visa coming r u still buying gucci bag sister thing easy uncle john also bill really need think make money later sha
4463,ham,sorry flaked last night shit seriously goin roommate tonight
4464,ham,said look pretty wif long hair wat thk cutting quite short leh
4465,ham,ranjith cal drpd deeraj deepak min hold
4466,ham,cheer callin babe sozi culdnt talkbut wannatell u detail later wenwecan chat properly x
4467,ham,hey u still gym
4468,ham,said u mind go bedroom minute ok sed sexy mood came minuts latr wid cake n wife
4469,ham,much better thanks lol
4470,ham,nothing smsing u n xy lor sorry lor da guy neva c u person sort know u lor u wan meet xy ask bring u along next meeting
4471,ham,lem know swing pick free basically time semester
4472,ham,wa u efficient gee thanx
4473,spam,received mobile content enjoy
4474,ham,able sleep
4475,spam,want explicit sex sec ring cost p min
4476,ham,meet soon princess ttyl
4477,ham,pick pm go taunton still want come
4478,ham,oh outside player allowed play know
4479,ham,anything lor
4480,ham,erutupalam thandiyachu
4481,ham,cant u try new invention fly joking
4482,ham,ful song lyric
4483,ham,u reckon need arrange transport u thanks
4484,ham,true lov n care wil nevr go unrecognized though somone often make mistake valuing definitly undrstnd start missing
4485,ham,shopping eh ger toking abt syd leh haha
4486,ham,standing
4487,ham,good weekend
4488,ham,miss call miss call khelate kintu opponenter miss call dhorte lage thats rule one great phone receiving quality win
4489,ham,call get chance plz lt
4490,ham,new deus ex game comin early next yr
4491,ham,computer fried essential part keep spare fucking idiot roommate looovvve leaving thing running full lt gt
4492,ham,friend studying warwick planned go shopping concert tmw may canceled havn seen age yeah get together sometime
4493,ham,probably couple hour top
4494,ham,lol grin babe thanks thinking
4495,ham,man bus slow think gon na get
4496,ham,hope text meet smiling let text give reason smile beautiful day
4497,ham,case wake wondering forgot take care something grandma today done parade
4498,ham,ok
4499,spam,latest nokia mobile ipod mp player proze guaranteed reply win norcorp ltd mtmsgrcvd
4500,spam,sm service inclusive text credit pls goto www comuk net login qxj unsubscribe stop extra charge help comuk cm ae
4501,ham,nvm take ur time
4502,ham,wat da decision
4503,ham,wot u bitch
4504,ham,stupid possible
4505,ham,told hr want posting chennai working
4506,spam,mobile club choose top quality item mobile cfca
4507,ham,guy leaving
4508,ham,neva grumble sad lor hee buy tmr lor aft lunch still meetin lunch tmr neva hear fr lei got lot work ar
4509,ham,able anything
4510,ham,takin linear algebra today
4511,ham,weekend fine excuse much decorating
4512,ham,sorry missed babe late slept hope enjoy driving lesson boytoy miss teasing kiss
4513,ham,project pa come
4514,spam,money wining number wot next
4515,ham,sure whenever show fuck gt
4516,ham,random saw old roomate campus graduated
4517,spam,congrats mobile g videophones r call videochat wid ur mate play java game dload polyh music noline rentl bx ip pm
4518,ham,men always need beautiful intelligent caring loving adjustable cooperative wife law allows one wife
4519,ham,suck got planned yo valentine yo valentine
4520,ham,got part nottingham hr mile good thing love man much mph hey ho
4521,ham,think one saying clearly ok leave need ask go come
4522,ham,hi good mornin thanku wish u
4523,ham,u want meet morro
4524,ham,actually decided hungry left yet v
4525,ham,sent part
4526,ham,co shopping wif darren jus n called ask wat present wan lor started guessing wif n finally guessed darren lor
4527,spam,want cock hubby away need real man satisfy txt wife string action txt stop end txt rec ea otbox la w
4528,ham,understand loss gain work school
4529,ham,u missed u havent much bit bored holiday want go bak college sad isnt xx
4530,ham,hiya probably coming home weekend next
4531,ham,forget though love walk beside watching keeping heart warm
4532,ham,wish thing different wonder able show much value pls continue brisk walk drug without askin please find thing laugh love dearly
4533,ham,ok day making dinner tonite invited
4534,spam,gr new service live sex video chat mob see sexiest dirtiest girl live ur phone detail text horny cancel send stop
4535,ham,money steve mate
4536,ham,im late tellmiss im way
4537,ham,never blame day ur life good day give u happiness bad day give u experience essential life god blessing good morning
4538,ham,normally use drink water daily
4539,ham,dare ask luck sorting car
4540,ham,party place usf charge contribute way greatly appreciated yeah got room one
4541,ham,urgh coach hot smell chip fat thanks especially duvet predictive text word
4542,ham,hiya last night naughty bought clothes little ready shopping tho kind time wan na meet
4543,spam,freemsg hi baby wow got new cam moby wan na c hot pic fancy chat im w utxt rply chat hlp msg p rcv
4544,ham,trying reach without success
4545,ham,derek done class
4546,ham,never lei v lazy got wat dat day send da url cant work one
4547,ham,never try alone take weight tear come ur heart fall ur eye always remember stupid friend share bslvyl
4548,ham,hey mate spoke mag people deliver end month deliver th sept talk later
4549,ham,hope good week checking
4550,ham,haha friend tyler literally asked could get dubsack
4551,ham,hey u fancy meetin cha hav lil beverage txt ring meet l r quite tired got v pist love pete x x x
4552,ham,great safe trip dont panic surrender
4553,ham,symptom u love u like listening song u get stopped u see name beloved u get angry
4554,ham,sun ah thk mayb dun anythin thk book e lesson e pilate orchard mrt u noe hor
4555,ham,try something dear read something exam
4556,ham,wonder world th th ur style th ur smile th ur personality rd ur nature nd ur sm st ur lovely friendship good morning dear
4557,ham,gettin rdy ship comp
4558,ham,hospital da return home evening
4559,ham,piss talking someone realise u point read backwards
4560,ham,think da wil
4561,ham,awake oh
4562,ham,good afternoon boytoy go walking day get police abstract still wake miss babe
4563,ham,much u trying get
4564,ham,come around lt decimal gt pm vikky otside nw il come tht time
4565,ham,tell address
4566,ham,honeybee said sweetest world god laughed amp said wait u havnt met person reading msg moral even god crack joke gm gn ge gn
4567,ham,buy blackberry bold torch buy new used let know plus saying buy lt gt g wifi ipad saying lt gt g
4568,ham,together thinkin
4569,ham,hiya hows going sunny africa hope u r avin good time give big old silver back big kiss
4570,ham,time come tomorrow
4571,spam,wan na laugh try chit chat mobile logon txting word chat send cm po box london w zf p msg rcvd
4572,ham,cha quiteamuzing scool babe probpop cu satthen hunny brekkie love jen xxx psxtra lrg portion please
4573,ham,omg u know ate
4574,spam,urgent nd attempt contact u u call b csbcm wc n xx callcost ppmmobilesvary max
4575,ham,
4576,ham,directly behind abt row behind
4577,spam,congratulation ur awarded cd voucher gift guaranteed free entry wkly draw txt music
4578,spam,contract mobile mnths latest motorola nokia etc free double min text orange tariff text yes callback remove record
4579,spam,urgent call landline complimentary ibiza holiday cash await collection sae c po box sk wp ppm
4580,ham,plan yet
4581,ham,hi engagement fixd lt gt th next month know really shocking bt hmm njan vilikkam w al sudn
4582,ham,course math one day one chapter one month finish
4583,ham,wow think common take back ur freak unless u chop
4584,spam,ur chance win wkly shopping spree txt shop c www txt shop com custcare x p wk
4585,ham,noooooooo please last thing need stress life fair
4586,spam,u secret admirer looking make contact u find r reveal think ur special call stopsms ppm
4587,spam,mila age blonde new uk look sex uk guy u like fun text mtalk pp txt st free increment help
4588,ham,see swing bit got thing take care firsg
4589,ham,wanted wish happy new year wanted talk legal advice gary split person make trip ptbo hope everything good babe love ya
4590,ham,finished work yet something
4591,ham,tomorrow going theatre come wherever u call tell come tomorrow
4592,spam,well done england get official poly ringtone colour flag yer mobile text tone flag opt txt eng stop box w wx
4593,ham,right wasnt phoned someone number like
4594,ham,ok wun b angry msg u aft come home tonight
4595,ham,good time nice something bit different weekend change see ya soon
4596,ham,yo sorry shower sup
4597,ham,carlos pick swing usf little bit
4598,ham,full heat pa applyed oil pa
4599,ham,stuck da middle da row da right hand side da lt
4600,ham,laid airtel line rest
4601,ham,hi u decide wot get bday ill prob jus get voucher frm virgin sumfing
4602,spam,freemsg txt call claim reward hour talk time use phone subscribe gbp mnth inc hr stop txtstop
4603,ham,hey j r u feeling better hopeso hunny amnow feelin ill ithink may tonsolitusaswell damn iam layin bedreal bored lotsof luv xxxx
4604,ham,plan staying night prolly back til late
4605,ham,thanx puttin da fone
4606,ham,need th campus atm could pick hour two
4607,ham,oh haha den shld went today gee nvm la kaiez dun mind goin jazz oso scared hiphop open cant catch
4608,ham,running managed minute needed oxygen might resort roller option
4609,ham,live next lt gt min
4610,ham,de asking like
4611,ham,glad talking
4612,ham,wat time finish
4613,ham,sorry da gone mad many pending work
4614,ham,much got cleaning
4615,ham,hows favourite person today r u workin hard sleep last nite nearly rang u
4616,spam,sunshine quiz win super sony dvd recorder canname capital australia text mquiz b
4617,ham,called dad oredi
4618,ham,good think could send pix would love see top bottom
4619,ham,nvm going wear sport shoe anyway going late leh
4620,ham,sorry call later meeting
4621,ham,long fuckin showr
4622,ham,received understood n acted upon
4623,ham,finally came fix ceiling
4624,ham,u need presnts always bcz u cant mi love jeevithathile irulinae neekunna prakasamanu sneham prakasam ennal prabha mn prabha love got dont mi
4625,ham,jus finish blowing hair u finish dinner already
4626,ham,bus love
4627,ham,lol knew saw dollar store
4628,spam,please call customer service representative pm guaranteed cash prize
4629,spam,today voda number ending selected receive reward match please call quoting claim code standard rate apply
4630,ham,saturday sunday holiday difficult
4631,ham,everybody fun evening miss
4632,ham,got hella gas money want go grand nature adventure galileo little bit
4633,ham,meeting call later
4634,ham,oh wow thats gay firmware update help
4635,ham,move morphine
4636,ham,come din c yup cut hair
4637,ham,k k pa lunch aha
4638,ham,oh ho first time u use type word
4639,ham,captain vijaykanth comedy captain tv drunken
4640,ham,course guess god got hold right
4641,ham,hide anythiing keeping distance
4642,ham,havent
4643,spam,ripped get mobile content www clubmoby com call poly true pix ringtones game six downloads
4644,ham,sorry din lock keypad
4645,ham,u got person story
4646,ham,planning come chennai
4647,spam,tried contact reply offer video phone anytime network min half price line rental camcorder reply call
4648,ham,god created gap btwn ur finger dat sum vry special fill gap holding ur hand plz dont ask created much gap leg
4649,ham,okay going sleep later
4650,ham,please protect e threat sib never asks sensitive information like password atm sm pin thru email never share password anybody
4651,ham,finally happened aftr decade beer cheaper petrol goverment expects u drink drive
4652,spam,xmas reward waiting computer randomly picked loyal mobile customer receive reward call
4653,ham,r e meeting tmr
4654,ham,lol yes add spice day
4655,ham,hope great day
4656,ham,prasanth ettans mother passed away last night pray family
4657,ham,k work something
4658,spam,private account statement show un redeemed point call identifier code expires
4659,ham,message great doctor india drink appy fizz contains cancer causing age
4660,ham,cant pick phone right pls send message
4661,ham,call tell infront call
4662,ham,ok prob
4663,ham,lady first genus second k
4664,ham,yes please swimming
4665,ham,mum going robinson already
4666,ham,ok set let u noe e detail later
4667,ham,tel software name
4668,ham,send print out da
4669,ham,im realy soz imat mum nite moro
4670,ham,born god said oh another idiot born god said oh competition knew one day two become freinds forever
4671,ham,didnt get ur full msg sometext missing send
4672,ham,probably almost gas get cash tomorrow
4673,spam,customer service announcement recently tried make delivery unable please call schedule ref
4674,ham,forgot ask smth card da present lei want write smth sign
4675,ham,leaving house
4676,spam,hi babe chloe r u smashed saturday night great weekend u missing sp visionsms com text stop stop p text
4677,ham,ready call
4678,ham,wewa iriver mb
4679,ham,good thing getting connection bw
4680,ham,sry da jst nw came home
4681,ham,cool night lem know around
4682,ham,staying town
4683,ham,haha yeah oz kind shitload
4684,ham,ok u take shopping u get paid
4685,ham,life mean lot love life love people life world call friend call world ge
4686,ham,alright bring see like lt gt min
4687,ham,pls dont play others life
4688,ham,eatin lunch
4689,ham,hmmm give one day
4690,ham,try g decided head
4691,ham,ok prob
4692,ham,surly ill give coming review
4693,ham,march ending ready call sure problem capital never complete far work lady
4694,ham,tessy pls favor pls convey birthday wish nimya pls dnt forget today birthday shijas
4695,ham,pls give food preferably pap slowly load sugar take hour give water slowly
4696,spam,urgent mobile awarded bonus caller prize nd attempt contact call box qu
4697,ham,guy get used dumb realize
4698,ham,okey dokey bit sorting stuff
4699,ham,da whats plan
4700,ham,yes fine
4701,spam,win winner mr foley ipod exciting prize soon keep eye ur mobile visit www win co uk
4702,ham,liked new mobile
4703,ham,anytime
4704,ham,mmmmmmm snuggle deep contented sigh whisper fucking love much barely stand
4705,ham,yar say got error
4706,ham,hey anyway
4707,ham,wow healthy old airport rd lor cant thk anything else b bathing dog later
4708,ham,wif family booking tour package
4709,ham,say bold torch later one torch bold
4710,ham,haha awesome might need take doin tonight
4711,ham,ya knw u vl giv ok thanks kano anyway enjoy wit ur family wit st salary
4712,ham,huh slow tot u reach long ago liao u day leh
4713,ham,thats cool princess cover face hot sticky cum
4714,ham,big brother really scraped barrel shower social misfit
4715,ham,oops thk dun haf enuff go check tell
4716,ham,min go lunch
4717,ham,hey happened u switch ur cell whole day isnt good u care give call tomorrow
4718,ham,k addie amp art get home
4719,ham,uncle atlanta wish guy great semester
4720,ham,aiyo lesson early still sleepin haha okie u go home liao den confirm w lor
4721,ham,forgot tell smth like number section clearer
4722,ham,yup anything lor u dun wan ok
4723,ham,home love still awake loving kiss
4724,ham,hello peach cake tasts lush
4725,spam,free game get rayman golf free game arcade st get ur game setting reply post save activ press key arcade termsapply
4726,ham,minor shindig place later tonight interested
4727,ham,jason say cool pick place like hour
4728,spam,mobile mths update latest camera video phone free keep ur number get extra free min text text yes call
4729,ham,career tel added u contact indyarocks com send free sm remove phonebook sm lt gt
4730,ham,reached already
4731,ham,dont know ask brother nothing problem thing told
4732,ham,k eng rocking ash
4733,ham,wat time r going xin hostel
4734,ham,good morning dear shijutta great amp successful day
4735,spam,buy space invader chance win orig arcade game console press game arcade std wap charge see co uk game term setting purchase
4736,ham,oh k placement ah
4737,ham,possession especially first offense
4738,ham,nt driving even many reason called bbd thts chikku hw abt dvg cold heard tht vinobanagar violence hw condition hw ru problem
4739,ham,bought test yesterday something let know exact day u ovulate get u wks pls pls dont fret know u r worried pls relax also anything ur past history u need tell
4740,ham,pizza u want
4741,ham,keep seeing weird shit bein woah realising actually reasonable oh
4742,ham,many happy return day wish happy birthday
4743,ham,ya nice ready thursday
4744,ham,hospital da return home evening
4745,ham,thinking u x
4746,spam,camera awarded sipix digital camera call fromm landline delivery within day
4747,ham,orh tot u say still dun believe
4748,ham,put sign choose number pin show right
4749,ham,beauty life next second hide thousand secret wish every second wonderful ur life gud n
4750,ham,thanx u darlin im cool thanx bday drink nite morrow take care c u soon xxx
4751,ham,still maybe leave credit card get gas get back like told
4752,spam,weekly cool mob tone ready download week new tone include crazy frog axel f akon lonely black eyed dont p info n
4753,ham,well boy glad g wasted night applebees nothing
4754,spam,cashbin co uk get lot cash weekend www cashbin co uk dear welcome weekend got biggest best ever cash give away
4755,ham,ok lor u wan go look u
4756,ham,u wan haf lunch da canteen
4757,ham,make life stressfull always find time laugh may add year life surely add life ur year gud ni swt dream
4758,ham,hey look like wrong one kappa guy number still phone want text see around
4759,spam,urgent mobile number awarded prize guaranteed call land line claim valid hr ppm
4760,spam,thanks continued support question week enter u draw cash name new u president txt an
4761,ham,home doc gave pain med say everything fine
4762,ham,ard rest ard least price bedrm
4763,ham,lovely night xxx
4764,ham,prepare pleasured
4765,ham,hi technical support providing assistance u customer call email
4766,ham,text way cup stop work bus
4767,ham,whens radio show
4768,spam,unique user id removal send stop customer service
4769,ham,sure still available though
4770,ham,watever relation u built dis world thing remains atlast iz lonlines lotz n lot memory feeling
4771,ham,cheer lou yeah goodnite shame u neva came c ya gailxx
4772,ham,hi got money da
4773,ham,hi mobile lt gt added contact list www fullonsms com great place send free sm people visit fullonsms com
4774,ham,ok u tell wat time u coming later lor
4775,ham,u repeat e instruction wat e road name ur house
4776,ham,many people seems special first sight remain special till last sight maintain till life end sh jas
4777,ham,quite lor dun tell wait get complacent
4778,ham,sorry completely forgot pop em round week still
4779,ham,u r beautiful girl ive ever seen u r baby come c common room
4780,ham,cant see join denis mina denis want alone time
4781,ham,sen told going join uncle finance cbe
4782,ham,yup hey one day fri ask miwa jiayin take leave go karaoke
4783,ham,call senthil hsbc
4784,ham,especially since talk boston personal statement lol woulda changed realized said nyc say boston
4785,ham,indeed way either
4786,spam,urgent call landline complimentary ibiza holiday cash await collection sae c po box sk wp ppm
4787,ham,holy living christ taking long
4788,ham,thk wat eat tonight
4789,ham,thanx yup coming back sun finish dinner going back hotel time fly tog exactly mth today hope haf many mths come
4790,ham,opposite side dropped
4791,ham,yup izzit still raining heavily co e mrt c outside
4792,ham,send resume
4793,ham,gd luck ur exam
4794,ham,u ask next sat make ok lor
4795,ham,sorry uncle keep touch
4796,ham,saw guy doll last night patrick swayze great
4797,spam,urgent nd attempt contact u prize yesterday still awaiting collection claim call
4798,spam,santa calling would little one like call santa xmas eve call book time call ppm last min c www santacalling com
4799,ham,come home want u miserable
4800,ham,dont know getting message
4801,ham,cool tyler take gon na buy drop place later tonight total order quarter got enough
4802,ham,guy car shop flirting got phone number paperwork called texted nervous course may address call bos tell knowing may get fired
4803,ham,reverse cheating mathematics
4804,ham,plan manage
4805,ham,er hello thing quite go plan limping slowly home followed aa exhaust hanging
4806,ham,sorry delay yes master
4807,ham,call u finish come n pick u
4808,spam,private account statement show unredeemed bonus point claim call identifier code expires
4809,ham,oga left phone home saw ur message hope good great weekend
4810,ham,worry though understand important put place poorly thought punishment face worst thing ever happened brb gon na go kill
4811,ham,honey pls find much sell predicte nigeria many time used important reply monday
4812,ham,e admin building might b slightly earlier call u reaching
4813,ham,fyi usf swing room whenever
4814,ham,call lt gt min thats ok
4815,ham,ummmmmaah many many happy return day dear sweet heart happy birthday dear
4816,ham,home work meh
4817,ham,anything valuable situation first getting second loosing
4818,ham,mark taking forever pick prescription pain coming back
4819,ham,ur paper
4820,ham,got smaller capacity one quite ex
4821,spam,check choose babe video sm shsex netun fgkslpopw fgkslpo
4822,ham,im good thinking
4823,spam,u r winner u ave specially selected receive cash holiday flight inc speak live operator claim p min
4824,ham,
4825,ham,thought bout drink tap spile seven pub gas st broad st canal ok
4826,ham,going sleep tired travel
4827,ham,haha thinkin
4828,ham,yup giving problem mayb jus leave
4829,ham,lol trying make day little interesting
4830,ham,long get reply defer admission til next semester
4831,ham,word checkmate chess come persian phrase shah maat mean king dead goodmorning good day
4832,ham,po de need job aha
4833,ham,rat hey u ever vote next theme
4834,spam,new mobile must go txt nokia collect today www tc biz optout gbp mtmsg txtauction
4835,ham,hope pee burn tonite
4836,ham,oh rite well im best mate pete went week geva longer week
4837,ham,yay wait party together
4838,ham,photoshop make computer shut
4839,ham,boy made fun today ok problem sent one message fun
4840,ham,one issue california okay snow manageable
4841,spam,private account statement show un redeemed point call identifier code expires
4842,ham,hmmm mayb try e shoppin area one forgot e name hotel
4843,ham,awesome gon na soon later tonight
4844,ham,need detail online job
4845,spam,valued vodafone customer computer picked win prize collect easy call
4846,ham,missing pray inshah allah
4847,ham,pls help tell ashley cant find number oh
4848,ham,escape theatre going watch kavalan minute
4849,ham,increase chance winning
4850,ham,either way work lt gt year old hope doesnt bother
4851,ham,maybe find something else instead
4852,ham,gain right wife dont demand trying husband let see
4853,ham,liked new house
4854,ham,fine hope also
4855,ham,also north carolina texas atm would go gre site pay test result sent
4856,ham,u
4857,ham,yes baby need stretch open pussy
4858,ham,thanks bomb date phone wanted say
4859,ham,ok
4860,ham,hey guy know breathing neck get bud anyway able get half track usf tonight
4861,ham,response one powerful weapon occupy place others heart always give response care u gud night swt dream take care
4862,ham,nokia phone lovly
4863,spam,free message thanks using auction subscription service p msgrcvd skip auction txt unsubscribe txt stop customercare
4864,spam,bored housewife chat n date bt national rate p min landline
4865,ham,sorry da today wont come play driving clas
4866,ham,really sorry lit hair fire
4867,ham,oh shit thought trip loooooool make much sense grin sofa reference sleep couch link sent went trip oh babe go celebration rent
4868,ham,okey dokey swashbuckling stuff oh
4869,ham,watching cartoon listening music amp eve go temple amp church u
4870,ham,tension face smiling face waste face innocent face terror face cruel face romantic face lovable face decent face lt gt joker face
4871,ham,dip cell dead coming u better respond else shall come back
4872,ham,well know mean texting
4873,ham,hi dis yijue would happy work wif gek
4874,ham,lol oops sorry fun
4875,ham,wat happened cruise thing
4876,ham,know dat feelin pete wuld get em nuther place nuther time mayb
4877,spam,lyricalladie f inviting friend reply yes see www sm ac u hmmross stop send stop frnd
4878,ham,world happiest frnds never character dey best understanding difference
4879,spam,polyphonic tone ur mob every week txt pt st tone free get txtin tell ur friend p tone reply hl info
4880,ham,yeah open chat click friend list make list easy pie
4881,ham,alright tyler got minor crisis home sooner thought asap
4882,ham,pick
4883,ham,usual u call ard smth
4884,ham,new theory argument win situation loses person dont argue ur friend kick amp say always correct
4885,ham,many thing antibiotic used chest abdomen gynae infection even bone infection
4886,ham,poor girl go one day lmao
4887,ham,time
4888,spam,today vodafone number ending selected receive award number match call receive award
4889,ham,pls make note exposed also find school anyone else vomiting dog cat house let know later
4890,ham,japanese proverb one u none u must indian version one let none leave finally kerala version one stop none make strike
4891,ham,sound like could lot time spent chastity device boy grin take beating like good dog going lounge nice long bath
4892,ham,worse us half way stop better complete
4893,ham,miserable tell u side effect birth control massive gut wrenching cramp first month sleep last night
4894,ham,send new number
4895,ham,convey regard
4896,spam,want latest video handset anytime network min half price line rental reply call delivery tomorrow
4897,ham,half year missed friendship
4898,ham,cant pick phone right pls send message
4899,ham,oh fuck sake like tallahassee
4900,ham,haha first person gon na ask
4901,spam,ou guaranteed latest nokia phone gb ipod mp player prize txt word collect ibhltd ldnw h p mtmsgrcvd
4902,ham,taka lor wat time u wan come n look u
4903,spam,free polyphonic ringtone text super get free poly tone week sn pobox nr z subscription pw
4904,ham,reaching another stop
4905,ham,mean post wrote like many time ritten stuff let sit feeling time angry left hit send stop checked phone got car said sleep bored time clean fold laundry etc least make bed
4906,spam,warner village c colin farrell swat wkend warner village get free med popcorn show msg ticket kiosk valid c c kiosk reply sony mre film offer
4907,ham,come online today night
4908,ham,anything special
4909,ham,solihull want anything
4910,ham,good day
4911,ham,regret inform u nh made mistake u never actually born please report yor local hospital b terminated r sorry inconvenience
4912,ham,love holiday monday feeling even go dentist hour
4913,ham,way tirupur
4914,spam,goal arsenal henry v liverpool henry score simple shot yard pas bergkamp give arsenal goal margin min
4915,ham,already got flaky parent snot supposed child job support parent ride age anyway supposed support hurt unintentional hurt nonetheless
4916,ham,took hooch walk toaday fell splat grazed knee everything stayed home see tomorrow
4917,ham,dropped em omw back
4918,spam,nd time tried contact u u pound prize claim easy call p per min bt national rate
4919,ham,sitting mu waiting everyone get suite take shower
4920,ham,call see facebook huh
4921,ham,g say never answer text confirm deny
4922,ham,common hearin r u wat r u ur day let ask u something different u smile today gud evng
4923,ham,hi dear call urgnt know whats problem want work problem least tell wating reply
4924,ham,oh yah never cancel leh haha
4925,ham,go e normal pilate intro
4926,ham,ok let u noe leave house
4927,ham,oh yes like torture watching england
4928,ham,wan na art
4929,ham,hopeing pissed remember gone sister something
4930,spam,got take take part wrc rally oz u lucozade energy text rally le p see pack lucozade co uk wrc itcould u
4931,spam,hi sexychat girl waiting text text great night chatting send stop stop service
4932,ham,good morning boytoy yummy lip sexy bun think crave need
4933,ham,match started india lt gt
4934,ham,free call sir
4935,ham,hey want anything buy
4936,ham,hey babe going ever figure going new year
4937,ham,k k congratulation
4938,ham,g want know fuck
4939,ham,cancelled yeah baby well sound important understand darlin give ring later fone love kate x
4940,ham,tomarrow want got court lt decimal gt come bus stand
4941,ham,go home liao ask dad pick
4942,ham,omg make wedding chapel frontierville get good stuff
4943,ham,eatin lor goin back work soon e mountain deer show huh watch b liao nice
4944,ham,check mail mailed varma kept copy regarding membership take care insha allah
4945,ham,wrong phone phone answer one assume people well
4946,ham,anyway think secure anything lem know want drive south chill
4947,ham,already back home probably
4948,spam,great news call freefone claim guaranteed cash gift speak live operator
4949,spam,hi amy sending free phone number couple day give access adult party
4950,ham,bus way calicut
4951,ham,hi probably much fun get message thought id txt u co im bored james farting night
4952,ham,hi baby im sat bloody bus mo wont home wan na somethin later call later ortxt back jess xx
4953,spam,welcome select service added benefit call specially trained advisor free mobile dialling
4954,ham,lost pound since doc visit last week woot woot gon na celebrate stuffing face
4955,ham,u coming back dinner rite dad ask confirm wif u
4956,ham,master buy bb co sale bf
4957,ham,ahhhh woken bad dream u tho dont like u right didnt know anything comedy night guess im
4958,ham,vivek got call number
4959,ham,u call lunch
4960,ham,mean left early check co working
4961,ham,want lt gt r da
4962,ham,bit ur smile hppnss drop ur tear sorrow part ur heart life heart like mine wil care u forevr goodfriend
4963,ham,yup ok
4964,ham,want see pretty pussy
4965,spam,dear voucher holder next meal u use following link pc enjoy dining experiencehttp www vouch com etlp dining asp
4966,ham,people game mall iouri kaila
4967,spam,urgent trying contact u today draw show prize guaranteed call land line claim valid hr
4968,spam,donate unicef asian tsunami disaster support fund texting donate added next bill
4969,ham,future planned tomorrow result today best present enjoy future
4970,ham,cme want go ho morow wil cme got dear didnt say time
4971,ham,supposed meet discus abt trip thought xuhui told afternoon thought go lesson
4972,ham,hey come online use msn
4973,ham,fine hope good take care
4974,ham,oops shower u called hey parking garage collapsed university hospital see crazy stuff like happen
4975,ham,aiyo u poor thing u dun wan eat u bathe already
4976,ham,yar tot u knew dis would happen long ago already
4977,ham,gorgeous keep pix cumming thank
4978,ham,boy late home father power frndship
4979,ham,jade paul u txt u remember barmed want talk u txt
4980,ham,spending new year brother family let plan meet next week ready spoiled
4981,ham,u today
4982,ham,said okay sorry
4983,ham,slept thinkthis time lt gt pm dangerous
4984,ham,networking job
4985,spam,goldviking inviting friend reply yes see www sm ac u goldviking stop send stop frnd
4986,ham,dont let studying stress l r
4987,ham,u haf keep busy
4988,ham,rushing working school rush go hungry
4989,ham,channel
4990,ham,telling coulda real valentine u never pick nothing
4991,spam,phony award today voda number ending xxxx selected receive award match please call quoting claim code standard rate app
4992,ham,made eta taunton planned hope still okday good see xx
4993,ham,hungry buy smth home
4994,ham,hey kate hope ur ok give u buz wedlunch go outsomewhere adrink town cud go watershd bit ppl fromwrk bthere love petexxx
4995,ham,drive read need write
4996,ham,looked addie go back monday suck
4997,ham,happy new year hope good semester
4998,ham,esplanade lor else
4999,ham,talk
